product_id,product_name,category,store_id,store_name,city,stock_level,effective_reorder_threshold,recent_7_day_quantity_sold,recent_30_day_quantity_sold,recent_daily_sales_velocity,days_of_stock_remaining,shelf_life_days,supplier_id,last_sale_date,reason,trigger,evidence
202,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,3,Mock Distribution Branch - Irving,Irving,66,30,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
203,Disinfectant Wipes Bucket,Janitorial Supplies,3,Mock Distribution Branch - Irving,Irving,153,30,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
204,Hardwound Paper Towels Case,Janitorial Supplies,3,Mock Distribution Branch - Irving,Irving,159,30,0.0,0.0,0.0,0.0,0,5,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
301,Nitrile Gloves Medium Case,Safety and PPE,3,Mock Distribution Branch - Irving,Irving,108,25,51.0,157.0,7.285714285714286,14.823529411764707,0,2,2026-06-09,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=7.29, cutoff=7.93"
302,Safety Glasses Pack,Safety and PPE,3,Mock Distribution Branch - Irving,Irving,109,25,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
304,High Visibility Safety Vest Pack,Safety and PPE,3,Mock Distribution Branch - Irving,Irving,47,25,0.0,0.0,0.0,0.0,0,5,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
401,Bottled Water 24 Pack Case,Breakroom Supplies,3,Mock Distribution Branch - Irving,Irving,64,35,0.0,0.0,0.0,0.0,0,2,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
402,Coffee Pods Box,Breakroom Supplies,3,Mock Distribution Branch - Irving,Irving,143,35,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
403,Copy Paper Case,Office Supplies,3,Mock Distribution Branch - Irving,Irving,73,20,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
404,Pallet Stretch Film Case,Packaging Supplies,3,Mock Distribution Branch - Irving,Irving,49,25,51.0,153.0,7.285714285714286,6.7254901960784315,0,5,2026-06-09,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=7.29, cutoff=7.93"
102,16 oz Clear Cold Cups Case,Foodservice Disposables,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,153,40,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
103,9 inch Paper Plates Case,Foodservice Disposables,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,96,40,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
202,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,97,30,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
203,Disinfectant Wipes Bucket,Janitorial Supplies,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,104,30,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
204,Hardwound Paper Towels Case,Janitorial Supplies,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,6,30,0.0,0.0,0.0,0.0,0,5,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
301,Nitrile Gloves Medium Case,Safety and PPE,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,104,25,39.0,127.0,5.571428571428571,18.666666666666668,0,2,2026-06-09,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=5.57, cutoff=7.93"
302,Safety Glasses Pack,Safety and PPE,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,45,25,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
303,Disposable Face Masks Case,Safety and PPE,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,75,25,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
304,High Visibility Safety Vest Pack,Safety and PPE,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,108,25,0.0,0.0,0.0,0.0,0,5,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
401,Bottled Water 24 Pack Case,Breakroom Supplies,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,133,35,0.0,0.0,0.0,0.0,0,2,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
402,Coffee Pods Box,Breakroom Supplies,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,86,35,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
403,Copy Paper Case,Office Supplies,4,Mock Distribution Branch - Eden Prairie,Eden Prairie,46,20,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
102,16 oz Clear Cold Cups Case,Foodservice Disposables,5,Mock Distribution Branch - Chicago,Chicago,176,40,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
103,9 inch Paper Plates Case,Foodservice Disposables,5,Mock Distribution Branch - Chicago,Chicago,179,40,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
202,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,5,Mock Distribution Branch - Chicago,Chicago,158,30,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
203,Disinfectant Wipes Bucket,Janitorial Supplies,5,Mock Distribution Branch - Chicago,Chicago,90,30,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
204,Hardwound Paper Towels Case,Janitorial Supplies,5,Mock Distribution Branch - Chicago,Chicago,103,30,0.0,0.0,0.0,0.0,0,5,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
302,Safety Glasses Pack,Safety and PPE,5,Mock Distribution Branch - Chicago,Chicago,108,25,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
303,Disposable Face Masks Case,Safety and PPE,5,Mock Distribution Branch - Chicago,Chicago,79,25,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
304,High Visibility Safety Vest Pack,Safety and PPE,5,Mock Distribution Branch - Chicago,Chicago,29,25,0.0,0.0,0.0,0.0,0,5,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
401,Bottled Water 24 Pack Case,Breakroom Supplies,5,Mock Distribution Branch - Chicago,Chicago,174,35,0.0,0.0,0.0,0.0,0,2,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
402,Coffee Pods Box,Breakroom Supplies,5,Mock Distribution Branch - Chicago,Chicago,133,35,0.0,0.0,0.0,0.0,0,3,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
403,Copy Paper Case,Office Supplies,5,Mock Distribution Branch - Chicago,Chicago,66,20,0.0,0.0,0.0,0.0,0,4,,recent sales velocity is low relative to this dataset,recent_daily_sales_velocity <= percentile_0.25,"recent_daily_velocity=0.0, cutoff=7.93"
