product_id,store_id,stock_level,reorder_threshold,last_updated,product_name,category,cost_price,selling_price,store_name,city,inventory_value
102,2,200,40,2026-06-11,16 oz Clear Cold Cups Case,Foodservice Disposables,42.0,68.0,Mock Distribution Branch - Plano,Plano,13600.0
103,2,173,40,2026-06-11,9 inch Paper Plates Case,Foodservice Disposables,24.0,39.95,Mock Distribution Branch - Plano,Plano,6911.35
104,2,6,40,2026-06-11,Compostable Takeout Containers Case,Foodservice Disposables,48.0,79.99,Mock Distribution Branch - Plano,Plano,479.93999999999994
201,2,83,30,2026-06-11,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,34.99,Mock Distribution Branch - Plano,Plano,2904.17
202,2,61,30,2026-06-11,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,24.0,42.0,Mock Distribution Branch - Plano,Plano,2562.0
203,2,56,30,2026-06-11,Disinfectant Wipes Bucket,Janitorial Supplies,28.0,49.5,Mock Distribution Branch - Plano,Plano,2772.0
204,2,82,30,2026-06-11,Hardwound Paper Towels Case,Janitorial Supplies,32.0,55.0,Mock Distribution Branch - Plano,Plano,4510.0
301,2,109,25,2026-06-11,Nitrile Gloves Medium Case,Safety and PPE,52.0,87.5,Mock Distribution Branch - Plano,Plano,9537.5
302,2,62,25,2026-06-11,Safety Glasses Pack,Safety and PPE,18.0,31.99,Mock Distribution Branch - Plano,Plano,1983.3799999999999
303,2,65,25,2026-06-11,Disposable Face Masks Case,Safety and PPE,35.0,58.0,Mock Distribution Branch - Plano,Plano,3770.0
304,2,77,25,2026-06-11,High Visibility Safety Vest Pack,Safety and PPE,44.0,74.0,Mock Distribution Branch - Plano,Plano,5698.0
401,2,92,35,2026-06-11,Bottled Water 24 Pack Case,Breakroom Supplies,4.8,8.99,Mock Distribution Branch - Plano,Plano,827.08
402,2,61,35,2026-06-11,Coffee Pods Box,Breakroom Supplies,21.0,38.0,Mock Distribution Branch - Plano,Plano,2318.0
403,2,26,20,2026-06-11,Copy Paper Case,Office Supplies,34.0,58.99,Mock Distribution Branch - Plano,Plano,1533.74
404,2,95,25,2026-06-11,Pallet Stretch Film Case,Packaging Supplies,52.0,88.0,Mock Distribution Branch - Plano,Plano,8360.0
101,3,206,40,2026-06-11,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,62.5,Mock Distribution Branch - Irving,Irving,12875.0
102,3,53,40,2026-06-11,16 oz Clear Cold Cups Case,Foodservice Disposables,42.0,68.0,Mock Distribution Branch - Irving,Irving,3604.0
103,3,104,40,2026-06-11,9 inch Paper Plates Case,Foodservice Disposables,24.0,39.95,Mock Distribution Branch - Irving,Irving,4154.8
104,3,65,40,2026-06-11,Compostable Takeout Containers Case,Foodservice Disposables,48.0,79.99,Mock Distribution Branch - Irving,Irving,5199.349999999999
201,3,0,30,2026-06-12,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,34.99,Mock Distribution Branch - Irving,Irving,0.0
202,3,66,30,2026-06-11,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,24.0,42.0,Mock Distribution Branch - Irving,Irving,2772.0
203,3,153,30,2026-06-11,Disinfectant Wipes Bucket,Janitorial Supplies,28.0,49.5,Mock Distribution Branch - Irving,Irving,7573.5
204,3,159,30,2026-06-11,Hardwound Paper Towels Case,Janitorial Supplies,32.0,55.0,Mock Distribution Branch - Irving,Irving,8745.0
301,3,108,25,2026-06-11,Nitrile Gloves Medium Case,Safety and PPE,52.0,87.5,Mock Distribution Branch - Irving,Irving,9450.0
302,3,109,25,2026-06-11,Safety Glasses Pack,Safety and PPE,18.0,31.99,Mock Distribution Branch - Irving,Irving,3486.91
303,3,0,25,2026-06-11,Disposable Face Masks Case,Safety and PPE,35.0,58.0,Mock Distribution Branch - Irving,Irving,0.0
304,3,47,25,2026-06-11,High Visibility Safety Vest Pack,Safety and PPE,44.0,74.0,Mock Distribution Branch - Irving,Irving,3478.0
401,3,64,35,2026-06-11,Bottled Water 24 Pack Case,Breakroom Supplies,4.8,8.99,Mock Distribution Branch - Irving,Irving,575.36
402,3,143,35,2026-06-11,Coffee Pods Box,Breakroom Supplies,21.0,38.0,Mock Distribution Branch - Irving,Irving,5434.0
403,3,73,20,2026-06-11,Copy Paper Case,Office Supplies,34.0,58.99,Mock Distribution Branch - Irving,Irving,4306.27
404,3,49,25,2026-06-11,Pallet Stretch Film Case,Packaging Supplies,52.0,88.0,Mock Distribution Branch - Irving,Irving,4312.0
101,4,119,40,2026-06-11,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,62.5,Mock Distribution Branch - Eden Prairie,Eden Prairie,7437.5
102,4,153,40,2026-06-11,16 oz Clear Cold Cups Case,Foodservice Disposables,42.0,68.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,10404.0
103,4,96,40,2026-06-11,9 inch Paper Plates Case,Foodservice Disposables,24.0,39.95,Mock Distribution Branch - Eden Prairie,Eden Prairie,3835.2000000000003
104,4,205,40,2026-06-11,Compostable Takeout Containers Case,Foodservice Disposables,48.0,79.99,Mock Distribution Branch - Eden Prairie,Eden Prairie,16397.95
201,4,98,30,2026-06-11,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,34.99,Mock Distribution Branch - Eden Prairie,Eden Prairie,3429.02
202,4,97,30,2026-06-11,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,24.0,42.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,4074.0
203,4,104,30,2026-06-11,Disinfectant Wipes Bucket,Janitorial Supplies,28.0,49.5,Mock Distribution Branch - Eden Prairie,Eden Prairie,5148.0
204,4,6,30,2026-06-11,Hardwound Paper Towels Case,Janitorial Supplies,32.0,55.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,330.0
301,4,104,25,2026-06-11,Nitrile Gloves Medium Case,Safety and PPE,52.0,87.5,Mock Distribution Branch - Eden Prairie,Eden Prairie,9100.0
302,4,45,25,2026-06-11,Safety Glasses Pack,Safety and PPE,18.0,31.99,Mock Distribution Branch - Eden Prairie,Eden Prairie,1439.55
303,4,75,25,2026-06-11,Disposable Face Masks Case,Safety and PPE,35.0,58.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,4350.0
304,4,108,25,2026-06-11,High Visibility Safety Vest Pack,Safety and PPE,44.0,74.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,7992.0
401,4,133,35,2026-06-11,Bottled Water 24 Pack Case,Breakroom Supplies,4.8,8.99,Mock Distribution Branch - Eden Prairie,Eden Prairie,1195.67
402,4,86,35,2026-06-11,Coffee Pods Box,Breakroom Supplies,21.0,38.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,3268.0
403,4,46,20,2026-06-11,Copy Paper Case,Office Supplies,34.0,58.99,Mock Distribution Branch - Eden Prairie,Eden Prairie,2713.54
404,4,0,25,2026-06-11,Pallet Stretch Film Case,Packaging Supplies,52.0,88.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,0.0
101,5,127,40,2026-06-11,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,62.5,Mock Distribution Branch - Chicago,Chicago,7937.5
102,5,176,40,2026-06-11,16 oz Clear Cold Cups Case,Foodservice Disposables,42.0,68.0,Mock Distribution Branch - Chicago,Chicago,11968.0
103,5,179,40,2026-06-11,9 inch Paper Plates Case,Foodservice Disposables,24.0,39.95,Mock Distribution Branch - Chicago,Chicago,7151.05
104,5,71,40,2026-06-11,Compostable Takeout Containers Case,Foodservice Disposables,48.0,79.99,Mock Distribution Branch - Chicago,Chicago,5679.29
201,5,150,30,2026-06-11,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,34.99,Mock Distribution Branch - Chicago,Chicago,5248.5
202,5,158,30,2026-06-11,Multi-Surface Cleaner Gallon Case,Janitorial Supplies,24.0,42.0,Mock Distribution Branch - Chicago,Chicago,6636.0
203,5,90,30,2026-06-11,Disinfectant Wipes Bucket,Janitorial Supplies,28.0,49.5,Mock Distribution Branch - Chicago,Chicago,4455.0
204,5,103,30,2026-06-11,Hardwound Paper Towels Case,Janitorial Supplies,32.0,55.0,Mock Distribution Branch - Chicago,Chicago,5665.0
301,5,99,25,2026-06-11,Nitrile Gloves Medium Case,Safety and PPE,52.0,87.5,Mock Distribution Branch - Chicago,Chicago,8662.5
302,5,108,25,2026-06-11,Safety Glasses Pack,Safety and PPE,18.0,31.99,Mock Distribution Branch - Chicago,Chicago,3454.9199999999996
303,5,79,25,2026-06-11,Disposable Face Masks Case,Safety and PPE,35.0,58.0,Mock Distribution Branch - Chicago,Chicago,4582.0
304,5,29,25,2026-06-11,High Visibility Safety Vest Pack,Safety and PPE,44.0,74.0,Mock Distribution Branch - Chicago,Chicago,2146.0
401,5,174,35,2026-06-11,Bottled Water 24 Pack Case,Breakroom Supplies,4.8,8.99,Mock Distribution Branch - Chicago,Chicago,1564.26
402,5,133,35,2026-06-11,Coffee Pods Box,Breakroom Supplies,21.0,38.0,Mock Distribution Branch - Chicago,Chicago,5054.0
403,5,66,20,2026-06-11,Copy Paper Case,Office Supplies,34.0,58.99,Mock Distribution Branch - Chicago,Chicago,3893.34
404,5,10,25,2026-06-11,Pallet Stretch Film Case,Packaging Supplies,52.0,88.0,Mock Distribution Branch - Chicago,Chicago,880.0
