product_id,store_id,stock_level,reorder_threshold,last_updated,product_name,category,cost_price,selling_price,store_name,city,inventory_value
P114,S2,8,10,2026-04-22,Tomatoes,Vegetables,15,30,Vijayawada Branch,Vijayawada,240
P114,S3,6,10,2026-04-22,Tomatoes,Vegetables,15,30,Guntur Branch,Guntur,180
P115,S1,90,25,2026-04-22,Potatoes,Vegetables,20,35,Hyderabad Central,Hyderabad,3150
P115,S2,35,25,2026-04-22,Potatoes,Vegetables,20,35,Vijayawada Branch,Vijayawada,1225
P115,S3,30,25,2026-04-22,Potatoes,Vegetables,20,35,Guntur Branch,Guntur,1050
P116,S1,120,30,2026-04-22,Noodles Pack,Snacks,20,40,Hyderabad Central,Hyderabad,4800
P116,S2,45,30,2026-04-22,Noodles Pack,Snacks,20,40,Vijayawada Branch,Vijayawada,1800
P116,S3,40,30,2026-04-22,Noodles Pack,Snacks,20,40,Guntur Branch,Guntur,1600
P117,S1,110,25,2026-04-22,Chips,Snacks,10,20,Hyderabad Central,Hyderabad,2200
P117,S2,40,25,2026-04-22,Chips,Snacks,10,20,Vijayawada Branch,Vijayawada,800
P117,S3,35,25,2026-04-22,Chips,Snacks,10,20,Guntur Branch,Guntur,700
P118,S1,25,10,2026-04-22,Ice Cream,Frozen,100,180,Hyderabad Central,Hyderabad,4500
P118,S2,12,10,2026-04-22,Ice Cream,Frozen,100,180,Vijayawada Branch,Vijayawada,2160
P118,S3,9,10,2026-04-22,Ice Cream,Frozen,100,180,Guntur Branch,Guntur,1620
P119,S1,140,20,2026-04-22,Tea Powder,Grocery,200,300,Hyderabad Central,Hyderabad,42000
P119,S2,60,20,2026-04-22,Tea Powder,Grocery,200,300,Vijayawada Branch,Vijayawada,18000
P119,S3,55,20,2026-04-22,Tea Powder,Grocery,200,300,Guntur Branch,Guntur,16500
P120,S1,130,15,2026-04-22,Coffee Powder,Grocery,250,400,Hyderabad Central,Hyderabad,52000
P120,S2,55,15,2026-04-22,Coffee Powder,Grocery,250,400,Vijayawada Branch,Vijayawada,22000
P120,S3,50,15,2026-04-22,Coffee Powder,Grocery,250,400,Guntur Branch,Guntur,20000
