sale_id,date,product_id,store_id,quantity_sold,selling_price,product_name,category,cost_price,store_name,city,revenue
39,2026-05-25,201,1,22,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Dallas,Dallas,723.58
57,2026-05-25,301,1,8,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Dallas,Dallas,658.0
75,2026-05-25,404,1,10,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Dallas,Dallas,827.2
93,2026-05-25,101,2,24,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Plano,Plano,1410.0
111,2026-05-25,104,2,13,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Plano,Plano,977.47
129,2026-05-25,201,2,16,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Plano,Plano,526.24
147,2026-05-25,301,2,7,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Plano,Plano,575.75
165,2026-05-25,404,2,6,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Plano,Plano,496.32
183,2026-05-25,101,3,23,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Irving,Irving,1437.5
201,2026-05-25,104,3,13,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Irving,Irving,1039.87
219,2026-05-25,201,3,11,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Irving,Irving,384.89000000000004
237,2026-05-25,301,3,11,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Irving,Irving,962.5
255,2026-05-25,404,3,8,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Irving,Irving,704.0
273,2026-05-25,101,4,20,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,1250.0
291,2026-05-25,104,4,6,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,479.93999999999994
309,2026-05-25,201,4,11,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,384.89000000000004
327,2026-05-25,301,4,6,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,525.0
345,2026-05-25,404,4,8,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,704.0
363,2026-05-25,101,5,28,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Chicago,Chicago,1645.0
381,2026-05-25,104,5,10,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Chicago,Chicago,751.9
399,2026-05-25,201,5,17,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Chicago,Chicago,559.13
417,2026-05-25,301,5,11,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Chicago,Chicago,904.75
21,2026-05-25,104,1,14,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Dallas,Dallas,1052.6599999999999
4,2026-05-26,101,1,32,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Dallas,Dallas,1880.0
436,2026-05-26,404,5,9,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Chicago,Chicago,744.48
40,2026-05-26,201,1,21,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Dallas,Dallas,690.69
58,2026-05-26,301,1,9,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Dallas,Dallas,740.25
76,2026-05-26,404,1,6,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Dallas,Dallas,496.32
94,2026-05-26,101,2,26,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Plano,Plano,1527.5
112,2026-05-26,104,2,15,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Plano,Plano,1127.85
130,2026-05-26,201,2,21,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Plano,Plano,690.69
148,2026-05-26,301,2,7,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Plano,Plano,575.75
166,2026-05-26,404,2,7,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Plano,Plano,579.04
184,2026-05-26,101,3,21,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Irving,Irving,1312.5
202,2026-05-26,104,3,8,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Irving,Irving,639.92
220,2026-05-26,201,3,12,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Irving,Irving,419.88
238,2026-05-26,301,3,7,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Irving,Irving,612.5
256,2026-05-26,404,3,10,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Irving,Irving,880.0
274,2026-05-26,101,4,20,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,1250.0
292,2026-05-26,104,4,11,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,879.89
310,2026-05-26,201,4,11,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,384.89000000000004
328,2026-05-26,301,4,7,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,612.5
346,2026-05-26,404,4,9,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,792.0
364,2026-05-26,101,5,27,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Chicago,Chicago,1586.25
382,2026-05-26,104,5,16,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Chicago,Chicago,1203.04
400,2026-05-26,201,5,19,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Chicago,Chicago,624.91
418,2026-05-26,301,5,14,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Chicago,Chicago,1151.5
22,2026-05-26,104,1,12,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Dallas,Dallas,902.28
5,2026-05-27,101,1,28,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Dallas,Dallas,1645.0
437,2026-05-27,404,5,5,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Chicago,Chicago,413.6
41,2026-05-27,201,1,25,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Dallas,Dallas,822.25
59,2026-05-27,301,1,8,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Dallas,Dallas,658.0
77,2026-05-27,404,1,7,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Dallas,Dallas,579.04
95,2026-05-27,101,2,24,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Plano,Plano,1410.0
113,2026-05-27,104,2,9,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Plano,Plano,676.71
131,2026-05-27,201,2,20,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Plano,Plano,657.8
149,2026-05-27,301,2,12,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Plano,Plano,987.0
167,2026-05-27,404,2,5,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Plano,Plano,413.6
185,2026-05-27,101,3,21,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Irving,Irving,1312.5
203,2026-05-27,104,3,8,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Irving,Irving,639.92
221,2026-05-27,201,3,12,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Irving,Irving,419.88
239,2026-05-27,301,3,8,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Irving,Irving,700.0
257,2026-05-27,404,3,4,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Irving,Irving,352.0
275,2026-05-27,101,4,22,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,1375.0
293,2026-05-27,104,4,10,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,799.9
311,2026-05-27,201,4,12,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,419.88
329,2026-05-27,301,4,6,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,525.0
347,2026-05-27,404,4,10,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,880.0
365,2026-05-27,101,5,26,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Chicago,Chicago,1527.5
383,2026-05-27,104,5,14,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Chicago,Chicago,1052.6599999999999
401,2026-05-27,201,5,17,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Chicago,Chicago,559.13
419,2026-05-27,301,5,8,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Chicago,Chicago,658.0
23,2026-05-27,104,1,18,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Dallas,Dallas,1353.42
6,2026-05-28,101,1,31,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Dallas,Dallas,1821.25
438,2026-05-28,404,5,12,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Chicago,Chicago,992.64
42,2026-05-28,201,1,22,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Dallas,Dallas,723.58
60,2026-05-28,301,1,15,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Dallas,Dallas,1233.75
78,2026-05-28,404,1,11,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Dallas,Dallas,909.92
96,2026-05-28,101,2,26,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Plano,Plano,1527.5
114,2026-05-28,104,2,14,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Plano,Plano,1052.6599999999999
132,2026-05-28,201,2,22,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Plano,Plano,723.58
150,2026-05-28,301,2,13,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Plano,Plano,1069.25
168,2026-05-28,404,2,11,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Plano,Plano,909.92
186,2026-05-28,101,3,24,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Irving,Irving,1500.0
204,2026-05-28,104,3,9,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Irving,Irving,719.91
222,2026-05-28,201,3,14,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Irving,Irving,489.86
240,2026-05-28,301,3,7,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Irving,Irving,612.5
258,2026-05-28,404,3,8,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Irving,Irving,704.0
276,2026-05-28,101,4,17,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,1062.5
294,2026-05-28,104,4,8,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,639.92
312,2026-05-28,201,4,15,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,524.85
330,2026-05-28,301,4,4,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,350.0
348,2026-05-28,404,4,4,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,352.0
366,2026-05-28,101,5,25,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Chicago,Chicago,1468.75
384,2026-05-28,104,5,15,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Chicago,Chicago,1127.85
402,2026-05-28,201,5,18,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Chicago,Chicago,592.02
420,2026-05-28,301,5,9,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Chicago,Chicago,740.25
24,2026-05-28,104,1,19,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Dallas,Dallas,1428.61
7,2026-05-29,101,1,34,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Dallas,Dallas,1997.5
439,2026-05-29,404,5,6,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Chicago,Chicago,496.32
43,2026-05-29,201,1,21,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Dallas,Dallas,690.69
61,2026-05-29,301,1,11,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Dallas,Dallas,904.75
79,2026-05-29,404,1,10,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Dallas,Dallas,827.2
97,2026-05-29,101,2,24,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Plano,Plano,1410.0
115,2026-05-29,104,2,15,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Plano,Plano,1127.85
133,2026-05-29,201,2,17,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Plano,Plano,559.13
151,2026-05-29,301,2,9,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Plano,Plano,740.25
169,2026-05-29,404,2,7,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Plano,Plano,579.04
187,2026-05-29,101,3,25,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Irving,Irving,1562.5
205,2026-05-29,104,3,12,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Irving,Irving,959.8799999999999
223,2026-05-29,201,3,14,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Irving,Irving,489.86
241,2026-05-29,301,3,10,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Irving,Irving,875.0
259,2026-05-29,404,3,10,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Irving,Irving,880.0
277,2026-05-29,101,4,18,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,1125.0
295,2026-05-29,104,4,12,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,959.8799999999999
313,2026-05-29,201,4,17,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,594.83
331,2026-05-29,301,4,5,87.5,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,437.5
349,2026-05-29,404,4,11,88.0,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Eden Prairie,Eden Prairie,968.0
367,2026-05-29,101,5,28,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Chicago,Chicago,1645.0
385,2026-05-29,104,5,14,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Chicago,Chicago,1052.6599999999999
403,2026-05-29,201,5,17,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Chicago,Chicago,559.13
421,2026-05-29,301,5,8,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Chicago,Chicago,658.0
25,2026-05-29,104,1,19,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Dallas,Dallas,1428.61
8,2026-05-30,101,1,31,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Dallas,Dallas,1821.25
440,2026-05-30,404,5,12,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Chicago,Chicago,992.64
44,2026-05-30,201,1,22,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Dallas,Dallas,723.58
62,2026-05-30,301,1,15,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Dallas,Dallas,1233.75
80,2026-05-30,404,1,7,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Dallas,Dallas,579.04
98,2026-05-30,101,2,31,58.75,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Plano,Plano,1821.25
116,2026-05-30,104,2,16,75.19,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Plano,Plano,1203.04
134,2026-05-30,201,2,17,32.89,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Plano,Plano,559.13
152,2026-05-30,301,2,11,82.25,Nitrile Gloves Medium Case,Safety and PPE,52.0,Mock Distribution Branch - Plano,Plano,904.75
170,2026-05-30,404,2,12,82.72,Pallet Stretch Film Case,Packaging Supplies,52.0,Mock Distribution Branch - Plano,Plano,992.64
188,2026-05-30,101,3,24,62.5,12 oz Paper Hot Cups Case,Foodservice Disposables,38.0,Mock Distribution Branch - Irving,Irving,1500.0
206,2026-05-30,104,3,14,79.99,Compostable Takeout Containers Case,Foodservice Disposables,48.0,Mock Distribution Branch - Irving,Irving,1119.86
224,2026-05-30,201,3,19,34.99,55 Gallon Industrial Trash Bags Case,Janitorial Supplies,19.0,Mock Distribution Branch - Irving,Irving,664.8100000000001
